	ARI	NMI
0	0.28554912208384325	0.4035945391475446
1	-7.498567514166327e-05	0.0039910655255573965
2	7.11637175224531e-05	0.002890339121100007
3	0.18002166971820127	0.2792596990916036
4	0.1825397067535525	0.33542070154666637
5	0.15618246110496609	0.2638154675048169
6	0.10932574714873938	0.2293734799093352
7	0.08159002257988177	0.20236872295743732
8	0.02320386776139794	0.1268208988698016
9	0.0815346976893882	0.18929004965624646
10	0.14494410967403498	0.27129926379576247
11	0.354534668906965	0.505242814570384
12	0.2089735695643406	0.3910828175143724
13	0.16974401682015472	0.31708050493141315
14	0.03669027876942068	0.14932979670719615
15	0.17385125871031273	0.30056653977461556
16	0.5304807423281203	0.5126775161223317
17	0.022874848197246944	0.11231897167103731
18	0.08717313921199245	0.2728175866416991
19	0.08234708761785409	0.1896583275089344
20	0.1495883609420034	0.2395405226594419
21	0.13686384147940098	0.27521315294251014
22	0.16657104969565306	0.18414375427631854
23	0.1496544503447808	0.28837049926166086
24	0.0405133177512743	0.15455973859780497
25	0.1683274990736252	0.29635156098833526
26	0.09463206417688123	0.29274403384057085
27	0.23475700522292434	0.23383460446973384
28	0.16498052430710894	0.30750746206131524
29	0.2242855947539089	0.3382004456109163
30	0.08574035527011573	0.1970193892819631
31	0.1891892510268046	0.3049795591826115
32	0.3734819563425131	0.4779264929773484
33	0.17890987010169734	0.3122538301578043
34	-1.8226002391208804e-05	0.0036101849375048257
35	0.05615579206663939	0.21740330299850338
36	0.05958734699112906	0.1953336589528936
37	0.1301030335028514	0.21038841059501565
38	0.25696190532629853	0.38414564267191614
39	0.12922131902696243	0.32310165692679127
40	0.25266820526026157	0.3095903891812205
41	0.38617996845585456	0.4925990946635873
42	0.3293947592733283	0.44715506773090974
43	0.1839761734958955	0.27615414943542893
44	0.22154937942221295	0.38454325935582945
45	0.12971014394113733	0.23812226589930569
46	0.18699986211927797	0.34510157269021596
47	0.08166449247868056	0.2590527883561935
48	0.1704054558047576	0.26795632620010135
49	0.13924274354954957	0.25282769441782116
50	0.01844757893225726	0.11202233420966169
51	0.03071517452799316	0.13977810572056942
52	0.11170987795051392	0.2399649901454069
53	0.19528618163588088	0.37709418906904385
54	0.054312504346309354	0.21603998139201822
55	-6.703709979283502e-05	0.0034636904038928716
56	0.1255741565786213	0.24794693103892101
57	0.1638022557905679	0.29371895176616236
58	0.13006737015134207	0.28298358008683444
59	0.14378676835128534	0.27846153869052054
60	0.2214383836915558	0.38119225476091845
61	0.08998002144092929	0.21895497900349098
62	0.16696891267575154	0.2539577486573986
63	0.35806345125214833	0.3811176130762747
64	0.20980538296275422	0.3184173729437445
65	0.11095095254777752	0.21828467145698255
66	0.379833965991578	0.4173975610815744
67	0.018591152564534683	0.1074930851104752
68	3.3700257907004387e-05	0.0008578012357363902
69	0.14801980026042724	0.3180051128138168
70	0.07551909469375294	0.15433921738939088
71	0.20024260345889633	0.3347346272038057
72	0.01858999095677475	0.11334713021736453
73	0.08396536437552159	0.1631124626935325
74	0.3087231991984458	0.38986766466182154
75	0.06564590235587232	0.18300947545351903
76	0.5820199279838617	0.564812204863117
77	0.0	0.0
78	0.3505017969895993	0.48781805616006774
79	0.1961626400144518	0.3300187656624215
80	-7.109035681552748e-05	0.0037275417508095695
81	0.24747136596458308	0.3491912074074846
82	0.32272942881902417	0.42857256613607503
83	0.25850334355926635	0.39457204419909664
84	0.05429643217435089	0.20080459709617227
85	0.0744492956374372	0.17399309848656547
86	0.1445531987701106	0.28732112457335235
87	0.14094081571062939	0.31690440429857375
88	0.27089123689972333	0.38974913434216707
89	0.0710463037795618	0.1833278423652559
90	0.0801582343157165	0.12258990496756261
91	0.23776661094880755	0.2502356535322211
92	0.21076508865123253	0.3355762867756687
93	0.29322055426972127	0.3838187159380533
94	0.21427295950098152	0.3793243983720852
95	0.01565055090922084	0.10444562423776904
96	0.10634326826958537	0.18873522986424382
97	0.04419241597353277	0.2449336198629324
98	0.02331912136251304	0.11867783103736787
99	2.0311075058027084e-05	0.0026567325806732137
Voted genes	0.4217452795607651	0.5899392489506529
Seurat HVGs	0.4990748812129758	0.6905127129665921
