	5	10	15	20	25	30	35	40	45	50
ENSG00000069849	324.0	218.0	238.0	119.0	123.0	191.0	149.0	163.0	160.0	128.0
ENSG00000131746	8.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000141027	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000164587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000122417	283.0	191.0	174.0	95.0	69.0	26.0	40.0	41.0	16.0	5.0
ENSG00000142235	13.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000102904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000042062	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000165349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000118849	51.0	9.0	11.0	4.0	2.0	2.0	1.0	0.0	1.0	0.0
ENSG00000156413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000213139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000149313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000165912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100906	20.0	14.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000188263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000141756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000125534	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000221855	61.0	32.0	24.0	19.0	29.0	26.0	9.0	12.0	6.0	6.0
ENSG00000152409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000110900	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000121413	11.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
ENSG00000018280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000010610	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000185019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000180801	314.0	140.0	68.0	35.0	15.0	3.0	4.0	0.0	0.0	0.0
ENSG00000001167	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000162929	79.0	27.0	35.0	9.0	3.0	3.0	0.0	0.0	0.0	0.0
ENSG00000172969	57.0	44.0	14.0	15.0	6.0	4.0	0.0	0.0	0.0	0.0
ENSG00000197562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000106771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000234776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000255833	167.0	109.0	45.0	68.0	63.0	21.0	50.0	27.0	24.0	8.0
ENSG00000169230	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000162337	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000163444	4.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
ENSG00000170382	13.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000215114	16.0	15.0	7.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000159905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000136872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000113594	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000011132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000174576	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000065618	22.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000250803	26.0	6.0	7.0	6.0	1.0	3.0	1.0	0.0	0.0	0.0
ENSG00000114113	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000105063	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000168876	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000271793	3.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000131142	127.0	90.0	31.0	25.0	3.0	0.0	0.0	0.0	0.0	0.0
ENSG00000142583	130.0	72.0	20.0	24.0	5.0	2.0	0.0	2.0	0.0	0.0
