baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000069849	204883.024924525	0.123675489914419	0.113118297581555	1.09332877667517	0.274249472514213	0.484035119095997
ENSG00000131746	785.013026810421	-0.463136810855215	0.233771031165699	-1.98115569985633	0.0475738154808907	0.154617067882399
ENSG00000141027	60702.168389192	0.224039052009378	0.0744630309811022	3.00872861415265	0.00262343342316662	0.0214104822196256
ENSG00000164587	2436015.00601986	-0.359327498935748	0.0924187329071269	-3.88803749664954	0.000101058017355268	0.00230751296222342
ENSG00000122417	6618.2295975497	0.313719100652725	0.127182599614339	2.46668256195444	0.0136371192278853	0.0662825694169743
ENSG00000142235	8579.46805190937	0.245117212420203	0.251953800706212	0.972865706860359	0.330620050777221	0.54240546140848
ENSG00000102904	3457.98605720887	0.0704955872036665	0.104290160116299	0.675956265912848	0.499068412473256	0.696718882075746
ENSG00000042062	6374.89075066349	1.01543466838923	0.177787796153746	5.71149814755064	1.11985916595467e-08	2.66272646752929e-06
ENSG00000165349	37.4958437425128	1.47731633941883	1.11996557762744	1.3190729866434	0.187144713119176	NA
ENSG00000118849	87347.9090493668	0.804552944377388	0.195958690246064	4.10572730082609	4.03044738069497e-05	0.00121001629865208
ENSG00000156413	51235.4972187308	0.109686038119695	0.206973698684945	0.529951577502893	0.596145504254019	0.769085059492289
ENSG00000213139	14725.9330131336	-0.164165468125322	0.0959300459276691	-1.71130396673741	0.0870250144783007	0.228592883074317
ENSG00000149313	75508.1862446178	0.0875070847140006	0.0546777824443623	1.60041393052185	0.10950678676507	0.265611981461527
ENSG00000165912	235877.590676779	-0.142709362791104	0.122063569493928	-1.16913968174757	0.242347358470083	0.446914329508525
ENSG00000203965	7363.51280151493	0.217288572633716	0.0776060978280562	2.79989045596829	0.00511199510779492	0.0338264225444552
ENSG00000100906	876028.430856884	-0.292220391935033	0.0781031182819518	-3.74146894980709	0.000182947783642165	0.00347815333229289
ENSG00000188263	219.812143578774	1.20750197136951	0.430149154062596	2.80717039651272	0.00499787969331157	0.0333559837465663
ENSG00000141756	133252.421470862	0.12008608316128	0.188371192257727	0.637497070130445	0.523801117779849	0.715890966689764
